anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative
126189,111871,14743,Instrumental,Instrumental,Rock,19064,17272,3430,20971,17984,4120,"[18, 1235]","[107, 1235]",[12]
108021,131794,43767,Instrumental,Instrumental,International,16811,19855,8584,2008,19685,411,"[267, 107, 1235]","[267, 1235]","[2, 118]"
63287,62007,137907,Instrumental,Instrumental,Folk,11468,11258,20721,13346,13198,22202,"[18, 1235]","[18, 1235]","[17, 103]"
114372,37141,113511,Instrumental,Instrumental,Rock,17627,7503,17494,19495,8894,19406,"[107, 1235]","[18, 1235]","[12, 85, 70, 359]"
115011,131918,66180,Instrumental,Instrumental,Folk,17706,19869,11887,19472,21616,9765,[1235],"[107, 18, 1235]","[17, 103]"
117251,108020,87159,Instrumental,Instrumental,Electronic,18017,16811,14659,19472,2008,15536,[1235],"[267, 107, 1235]","[468, 181, 15]"
134793,93920,57820,Instrumental,Instrumental,Hip-Hop,20232,15433,10661,18834,13262,12533,"[267, 1235]","[107, 1235]","[811, 21]"
131983,81803,11791,Instrumental,Instrumental,Hip-Hop,19880,13940,2898,21628,7168,3089,"[107, 1235]","[18, 1235]",[21]
121658,81491,154308,Instrumental,Instrumental,Hip-Hop,18457,13915,22780,11939,7168,23208,"[107, 18, 1235]","[18, 1235]","[811, 539, 21]"
126182,75438,148586,Instrumental,Instrumental,Pop,19064,13251,22154,20971,3951,23601,"[18, 1235]","[107, 18, 1235]",[10]
126884,113110,112316,Instrumental,Instrumental,Rock,19180,17426,17338,19461,19283,11018,"[18, 1235]","[18, 1235]","[98, 12, 31]"
125809,126219,72781,Instrumental,Instrumental,Hip-Hop,19028,19078,12921,19461,19461,3593,"[18, 1235]","[18, 1235]",[21]
95725,41573,43696,Instrumental,Instrumental,International,15602,8198,8574,6074,9787,10183,[1235],"[107, 1235]","[2, 118, 102, 130]"
118059,110651,24422,Instrumental,Instrumental,Hip-Hop,18110,17131,5347,19461,19096,6274,"[18, 1235]",[1235],[21]
108881,142098,123342,Instrumental,Instrumental,Experimental,16902,21337,18655,10469,21803,20635,"[18, 1235]","[107, 18, 1235]","[32, 38, 47]"
119828,134443,113334,Instrumental,Instrumental,Electronic,18287,20189,17468,19472,21803,17575,[1235],"[107, 18, 1235]","[468, 286, 15]"
108881,134794,55231,Instrumental,Instrumental,International,16902,20232,10291,10469,18834,9169,"[18, 1235]","[267, 1235]","[2, 79]"
95727,120769,148028,Instrumental,Instrumental,Hip-Hop,15602,18373,22069,6074,20273,23527,[1235],"[18, 1235]","[100, 21, 580]"
121657,114534,118222,Instrumental,Instrumental,Experimental,18457,17647,17678,11939,19461,19535,"[107, 18, 1235]","[18, 1235]","[41, 38]"
137169,144454,56248,Instrumental,Instrumental,Pop,20595,21337,10410,17524,21803,12253,"[267, 1235]","[107, 18, 1235]","[10, 76]"
116176,134586,140621,Instrumental,Instrumental,Hip-Hop,17885,20201,21155,19472,20760,16031,[1235],"[107, 18, 1235]",[21]
137175,133441,134929,Instrumental,Instrumental,International,20595,20057,20263,17524,21803,19607,"[267, 1235]","[18, 1235]","[1032, 2, 102]"
108884,94035,112485,Instrumental,Instrumental,Hip-Hop,16902,15448,17355,10469,17361,16031,"[18, 1235]","[107, 1235]",[21]
45393,111225,142083,Instrumental,Instrumental,Hip-Hop,8832,17195,18166,10458,15547,19803,"[107, 1235]","[107, 18, 1235]",[21]
126185,45390,116872,Instrumental,Instrumental,Folk,19064,8832,17975,20971,10458,19841,"[18, 1235]","[107, 1235]","[17, 103]"
117612,63291,50752,Instrumental,Instrumental,Rock,18055,11468,9588,19461,13346,11418,"[18, 1235]","[18, 1235]","[12, 31]"
116527,126016,96944,Instrumental,Instrumental,Pop,17937,19042,15728,19472,19461,17757,[1235],"[18, 1235]","[10, 76]"
133535,119830,132786,Instrumental,Instrumental,Pop,20069,18287,19984,21616,19472,12953,"[107, 18, 1235]",[1235],"[10, 76]"
116526,133546,22473,Instrumental,Instrumental,Pop,17937,20069,4951,19472,21616,129,[1235],"[107, 18, 1235]","[10, 76]"
14584,126417,32759,Instrumental,Instrumental,Pop,3371,19106,6803,129,19461,8023,"[18, 1235]","[18, 1235]",[10]
54160,120324,120188,Instrumental,Instrumental,Pop,10127,18328,18324,11944,20205,2011,"[18, 1235]",[1235],"[10, 76]"
126585,145887,128881,Instrumental,Instrumental,Experimental,19131,21803,19435,21020,19472,19472,"[267, 1235]",[1235],"[38, 6, 1193, 16, 763]"
133453,133564,68355,Instrumental,Instrumental,Pop,20057,20069,12210,21803,21616,14093,"[18, 1235]","[107, 18, 1235]",[10]
117172,111154,42126,Instrumental,Instrumental,Experimental,18003,17186,8265,19461,16986,9954,"[18, 1235]","[267, 1235]","[38, 6]"
120297,127498,56689,Instrumental,Instrumental,International,18328,19279,10471,20205,19461,12294,[1235],"[18, 1235]","[2, 79]"
126886,133440,10440,Instrumental,Instrumental,Folk,19180,20056,2583,19461,21803,77,"[18, 1235]","[18, 1235]",[17]
131984,124875,141166,Instrumental,Instrumental,Hip-Hop,19880,18867,7414,21628,20760,8691,"[107, 1235]","[18, 1235]","[100, 21]"
127207,95722,33460,Instrumental,Instrumental,Rock,19229,15602,6983,21071,6074,8266,"[267, 1235]",[1235],"[66, 12]"
81600,141284,55786,Instrumental,Instrumental,Electronic,13923,21242,10338,7168,22551,12193,"[18, 1235]","[107, 18, 1235]","[240, 297, 15]"
130993,95452,107913,Instrumental,Instrumental,Electronic,19727,15574,16791,19461,17545,17927,"[18, 1235]",[1235],"[400, 42, 182, 15]"
45392,133439,127356,Instrumental,Instrumental,International,8832,20056,19254,10458,21803,21089,"[107, 1235]","[18, 1235]","[602, 2, 79]"
132678,138022,62526,Instrumental,Instrumental,International,19976,20743,7685,19799,22217,9160,"[18, 1235]","[18, 1235]","[2, 602, 79]"
114541,114070,12654,Instrumental,Instrumental,Pop,17648,17589,2885,19461,19461,80,"[18, 1235]",[1235],"[10, 76]"
120315,145432,109446,Instrumental,Instrumental,Folk,18328,19143,16983,20205,18673,19010,[1235],[1235],"[17, 103]"
120330,87098,41192,Instrumental,Instrumental,Folk,18328,14647,8153,20205,16682,8392,[1235],"[18, 1235]","[33, 17]"
63292,127498,110274,Instrumental,Instrumental,Experimental,11468,19279,17089,13346,19461,19061,"[18, 1235]","[18, 1235]","[250, 38]"
131791,115767,43063,Instrumental,Instrumental,Experimental,19855,17802,8435,19685,19692,5147,"[267, 1235]","[18, 1235]","[32, 38]"
126219,120310,52634,Instrumental,Instrumental,Electronic,19078,18328,9869,19461,20205,11679,"[18, 1235]",[1235],"[181, 15]"
121666,120778,55549,Instrumental,Instrumental,Hip-Hop,18457,18373,10322,11939,20273,8664,"[107, 18, 1235]","[18, 1235]",[21]
120327,125817,69798,Instrumental,Instrumental,Experimental,18328,19029,12400,20205,19461,14307,[1235],"[18, 1235]","[41, 38]"
40250,128886,64537,Instrumental,Instrumental,Electronic,7983,19436,11627,9462,19472,13477,"[107, 1235]",[1235],"[337, 468, 15]"
142098,94038,17499,Instrumental,Instrumental,Hip-Hop,21337,15448,3935,21803,17361,4750,"[107, 18, 1235]","[107, 1235]","[100, 21]"
45393,119828,44949,Instrumental,Instrumental,International,8832,18287,8728,10458,19472,10385,"[107, 1235]",[1235],"[808, 2, 46]"
95452,110653,122474,Instrumental,Instrumental,Pop,15574,17131,18541,17545,19096,10469,[1235],[1235],[10]
80518,133551,53496,Instrumental,Instrumental,Electronic,13793,20069,10009,13262,21616,9564,[1235],"[107, 18, 1235]","[468, 15]"
93920,14584,90589,Instrumental,Instrumental,Pop,15433,3371,15015,13262,129,7444,"[107, 1235]","[18, 1235]","[10, 76]"
40659,124183,141569,Instrumental,Instrumental,Hip-Hop,8055,18776,21277,9568,19692,22568,"[18, 1235]","[18, 1235]","[100, 21]"
128888,122624,67333,Instrumental,Instrumental,Pop,19436,18566,12062,19472,20521,13985,[1235],"[18, 1235]","[10, 76]"
115475,116869,3832,Instrumental,Instrumental,Folk,17763,17974,2040,19461,19461,1615,"[18, 1235]","[18, 1235]",[17]
126283,87102,64788,Instrumental,Instrumental,Pop,19087,14647,11686,19461,16682,12725,"[18, 1235]","[18, 1235]","[10, 76]"
116489,57418,16095,Instrumental,Instrumental,Pop,17932,10576,3690,19461,12457,4427,"[18, 1235]","[538, 18, 1235]","[10, 76]"
133976,115471,99439,Instrumental,Instrumental,Rock,20124,17763,16060,21858,19461,17172,"[18, 1235]","[18, 1235]","[404, 12, 85]"
127212,81623,134932,Instrumental,Instrumental,International,19229,13928,20263,21071,7168,19607,"[267, 1235]","[18, 1235]","[1032, 2, 102]"
98238,126218,54624,Instrumental,Instrumental,Rock,15898,19078,10219,17910,19461,12023,"[107, 1235]","[18, 1235]","[101, 12, 113, 26, 31]"
82921,141283,72468,Instrumental,Instrumental,Hip-Hop,14061,21242,12887,13830,22551,11213,"[18, 1235]","[107, 18, 1235]",[21]
120316,121653,126508,Instrumental,Instrumental,Experimental,18328,18457,19119,20205,11939,21006,[1235],"[107, 18, 1235]","[1, 125, 38]"
118618,120778,140263,Instrumental,Instrumental,Electronic,19142,18373,21095,18673,20273,22431,[1235],"[18, 1235]","[400, 495, 182, 15]"
144454,126319,39667,Instrumental,Instrumental,Pop,21337,19089,7887,21803,20987,9409,"[107, 18, 1235]","[107, 1235]","[10, 76]"
141284,126291,11780,Instrumental,Instrumental,Hip-Hop,21242,19087,2898,22551,19461,3089,"[107, 18, 1235]","[18, 1235]",[21]
126415,127037,115392,Instrumental,Instrumental,Electronic,19106,19203,17760,19461,21060,19626,"[18, 1235]","[107, 1235]","[240, 297, 15]"
120299,139536,127278,Instrumental,Instrumental,Pop,18328,20988,19243,20205,22370,21078,[1235],[1235],[10]
14568,121652,38961,Instrumental,Instrumental,Pop,3371,18457,7767,129,11939,6880,"[18, 1235]","[107, 18, 1235]",[10]
123461,14581,143290,Instrumental,Instrumental,Hip-Hop,18674,3371,21505,19283,129,22552,"[18, 1235]","[18, 1235]",[21]
133562,141300,145704,Instrumental,Instrumental,Pop,20069,21242,21771,21616,22551,23102,"[107, 18, 1235]","[107, 18, 1235]",[10]
126229,123760,116458,Instrumental,Instrumental,Folk,19079,18726,17927,19461,20678,19810,"[18, 1235]",[1235],[17]
86040,126233,111393,Instrumental,Instrumental,Pop,14503,19079,17220,16532,19461,16362,"[18, 1235]","[18, 1235]","[10, 76]"
123764,142381,107257,Instrumental,Instrumental,International,18727,21377,16703,20678,22667,18747,[1235],"[107, 1235]","[2, 741, 130]"
124875,121472,26656,Instrumental,Instrumental,Electronic,18867,18437,5795,20760,20315,6747,"[18, 1235]","[107, 18, 1235]","[182, 15]"
114534,145457,51005,Instrumental,Instrumental,International,17647,21733,9620,19461,19472,11431,"[18, 1235]",[1235],[2]
115470,117169,9550,Instrumental,Instrumental,Rock,17763,18003,2350,19461,19461,1917,"[18, 1235]","[18, 1235]",[12]
82914,93918,43029,Instrumental,Instrumental,International,14061,15433,8426,13830,13262,10060,"[18, 1235]","[107, 1235]","[2, 172]"
120320,131914,131422,Instrumental,Instrumental,Hip-Hop,18328,19869,19793,20205,21616,18872,[1235],"[107, 18, 1235]",[21]
75440,137175,26902,Instrumental,Instrumental,Electronic,13251,20595,5826,3951,17524,3766,"[107, 18, 1235]","[267, 1235]","[297, 15]"
133446,123467,39488,Instrumental,Instrumental,Folk,20057,18674,7861,21803,19283,9395,"[18, 1235]","[18, 1235]",[17]
111224,127497,28802,Instrumental,Instrumental,Pop,17195,19279,6204,15547,19461,7217,"[107, 18, 1235]","[18, 1235]",[10]
119828,137176,86415,Instrumental,Instrumental,Hip-Hop,18287,20595,14551,19472,17524,16031,[1235],"[267, 1235]",[21]
114371,14576,149700,Instrumental,Instrumental,Electronic,17627,3371,22328,19495,129,23707,"[107, 1235]","[18, 1235]","[400, 182, 15]"
120318,133439,55808,Instrumental,Instrumental,Electronic,18328,20056,10342,20205,21803,12198,[1235],"[18, 1235]","[240, 297, 15]"
126584,120328,10485,Instrumental,Instrumental,Folk,19131,18328,2587,21020,20205,77,"[267, 1235]",[1235],[17]
131917,108885,131024,Instrumental,Instrumental,Experimental,19869,16902,19735,21616,10469,11502,"[107, 18, 1235]","[18, 1235]","[250, 125, 38]"
126283,122624,3840,Instrumental,Instrumental,Rock,19087,18566,572,19461,20521,190,"[18, 1235]","[18, 1235]",[12]
80515,124180,149422,Instrumental,Instrumental,Experimental,13793,18776,22278,13262,19692,15261,[1235],"[18, 1235]","[38, 6]"
134796,129042,2012,Instrumental,Instrumental,Experimental,20232,19466,513,18834,19461,330,"[267, 1235]","[18, 1235]","[32, 38]"
120773,139003,123342,Instrumental,Instrumental,Experimental,18373,20884,18655,20273,16852,20635,"[18, 1235]","[107, 18, 1235]","[32, 38, 47]"
145458,95726,6394,Instrumental,Instrumental,International,21733,15602,1980,19472,6074,1832,[1235],[1235],"[2, 118]"
115471,92949,98668,Instrumental,Instrumental,International,17763,15344,15964,19461,17278,1836,"[18, 1235]","[107, 18, 1235]","[2, 118, 102]"
120776,130752,7482,Instrumental,Instrumental,Hip-Hop,18373,19686,2095,20273,19472,1953,"[18, 1235]",[1235],[21]
14588,139773,44823,Instrumental,Instrumental,International,3371,21032,8701,129,22389,10360,"[18, 1235]","[18, 1235]","[2, 524, 118, 130]"
120769,127519,153337,Instrumental,Instrumental,Hip-Hop,18373,19282,22712,20273,19472,24202,"[18, 1235]",[1235],"[539, 21]"
120776,82157,126749,Instrumental,Instrumental,Folk,18373,13968,19156,20273,2631,9765,"[18, 1235]","[107, 18, 1235]","[17, 103]"
146020,108883,8256,Instrumental,Instrumental,Folk,21824,16902,2162,23246,10469,698,"[18, 1235]","[18, 1235]",[17]
143299,121657,91179,Instrumental,Instrumental,International,21506,18457,15103,22795,11939,17040,"[18, 1235]","[107, 18, 1235]","[177, 2]"
126413,50956,91162,Instrumental,Instrumental,Pop,19105,9616,15101,19461,11431,13391,"[18, 1235]","[18, 1235]","[362, 10]"
121475,86039,53589,Instrumental,Instrumental,Folk,18437,14503,10010,20315,16532,77,"[107, 18, 1235]","[18, 1235]",[17]
131796,40250,113277,Instrumental,Instrumental,International,19855,7983,17457,19685,9462,19374,"[267, 1235]","[107, 1235]",[2]
111146,133563,129053,Instrumental,Instrumental,Pop,17186,20069,19465,16986,21616,21268,"[267, 1235]","[107, 18, 1235]","[10, 76]"
120513,129190,7379,Instrumental,Instrumental,Experimental,18356,19487,1685,19125,19461,10,[1235],"[18, 1235]","[38, 22]"
120304,131914,89376,Instrumental,Instrumental,Experimental,18328,19869,14924,20205,21616,16869,[1235],"[107, 18, 1235]","[1, 250, 38]"
118061,133975,105144,Instrumental,Instrumental,Rock,18110,20124,16446,19461,21858,11578,"[18, 1235]","[18, 1235]","[12, 70, 31]"
133574,121657,47662,Instrumental,Instrumental,Folk,20069,18457,9134,21616,11939,7305,"[107, 18, 1235]","[107, 18, 1235]","[17, 94]"
116526,126408,38898,Instrumental,Instrumental,Experimental,17937,19105,7762,19472,19461,9279,[1235],"[18, 1235]","[38, 125, 30]"
142094,95727,125776,Instrumental,Instrumental,Rock,21337,15602,19015,21803,6074,17172,"[107, 18, 1235]",[1235],"[404, 12, 85]"
137175,126883,38828,Instrumental,Instrumental,International,20595,19180,7757,17524,19461,9237,"[267, 1235]","[18, 1235]","[177, 2]"
117626,150267,40233,Instrumental,Instrumental,Folk,18056,22402,7979,19888,23212,77,[1235],"[107, 18, 1235]",[17]
116487,90526,26639,Instrumental,Instrumental,Rock,17932,15010,5793,19461,16986,6742,"[18, 1235]","[267, 107, 1235]","[404, 58, 12, 85]"
125614,122645,59653,Instrumental,Instrumental,International,18984,18567,10953,19461,20108,12839,"[18, 1235]","[18, 1235]","[2, 118]"
82920,137171,73124,Instrumental,Instrumental,Electronic,14061,20595,12958,13830,17524,3734,"[18, 1235]","[267, 1235]","[337, 286, 15]"
120328,75439,11780,Instrumental,Instrumental,Hip-Hop,18328,13251,2898,20205,3951,3089,[1235],"[107, 18, 1235]",[21]
14586,111148,91205,Instrumental,Instrumental,Rock,3371,17186,15106,129,16986,5911,"[18, 1235]","[267, 1235]","[66, 12]"
114233,133572,112481,Instrumental,Instrumental,Hip-Hop,17604,20069,17354,19461,21616,16031,"[18, 1235]","[107, 18, 1235]",[21]
86485,94035,1684,Instrumental,Instrumental,International,14566,15448,429,16611,17361,1259,"[267, 1235]","[107, 1235]",[2]
134792,132677,17499,Instrumental,Instrumental,Hip-Hop,20232,19976,3935,18834,19799,4750,"[267, 1235]","[18, 1235]","[100, 21]"
118618,139776,110448,Instrumental,Instrumental,International,19142,21032,17111,18673,22389,19071,[1235],"[18, 1235]","[2, 79]"
131912,139536,137725,Instrumental,Instrumental,Rock,19869,20988,20690,21616,22370,1860,"[107, 18, 1235]",[1235],"[404, 12, 85]"
117161,120314,67412,Instrumental,Instrumental,Rock,18001,18328,12073,19461,20205,14010,"[18, 1235]",[1235],"[89, 25, 12]"
112977,133448,6856,Instrumental,Instrumental,Folk,17414,20057,2040,6074,21803,1615,[1235],"[18, 1235]",[17]
143308,123461,53301,Instrumental,Instrumental,International,21506,18674,9977,22795,19283,5798,"[18, 1235]","[18, 1235]","[2, 79]"
126219,134791,88854,Instrumental,Instrumental,Folk,19078,20232,5114,19461,18834,3228,"[18, 1235]","[267, 1235]",[17]
118059,41983,15210,Instrumental,Instrumental,Hip-Hop,18110,8255,3518,19461,9900,4220,"[18, 1235]","[107, 18, 1235]",[21]
143295,121652,101116,Instrumental,Instrumental,International,21506,18457,16155,22795,11939,18167,"[18, 1235]","[107, 18, 1235]","[46, 2, 502, 79]"
51776,108025,107021,Instrumental,Instrumental,Hip-Hop,9741,16811,16672,11572,2008,12085,"[107, 18, 1235]","[267, 107, 1235]",[21]
131923,87108,145759,Instrumental,Instrumental,Electronic,19869,14647,21777,21616,16682,20146,"[107, 18, 1235]","[18, 1235]","[42, 468, 15]"
127209,122671,146148,Instrumental,Instrumental,Hip-Hop,19229,18552,21837,21071,19189,23260,"[267, 1235]","[267, 1235]",[21]
126240,113969,111400,Instrumental,Instrumental,Pop,19081,17553,17220,19472,19452,16362,[1235],"[18, 1235]","[10, 76]"
114375,133537,36388,Instrumental,Instrumental,Pop,17627,20069,7429,19495,21616,7295,"[107, 1235]","[107, 18, 1235]",[10]
123764,120313,85691,Instrumental,Instrumental,Folk,18727,18328,14447,20678,20205,5104,[1235],[1235],"[17, 33]"
128470,120774,10381,Instrumental,Instrumental,Folk,19384,18373,2547,19461,20273,77,"[18, 1235]","[18, 1235]",[17]
118951,54151,36322,Instrumental,Instrumental,Folk,18211,10127,7422,20112,11944,8704,"[18, 1235]","[18, 1235]",[17]
112211,115289,41961,Instrumental,Instrumental,Rock,17325,17756,8254,12654,19472,9884,"[107, 1235]",[1235],"[58, 12, 98]"
125813,144801,144179,Instrumental,Instrumental,Hip-Hop,19028,21337,21558,19461,21803,22809,"[18, 1235]","[107, 18, 1235]","[539, 100, 21]"
137174,82918,126520,Instrumental,Instrumental,Experimental,20595,14061,19119,17524,13830,10012,"[267, 1235]","[18, 1235]","[1, 125, 38]"
115011,125620,119994,Instrumental,Instrumental,Hip-Hop,17706,18985,18314,19472,19461,20156,[1235],"[18, 1235]",[21]
132310,115289,77517,Instrumental,Instrumental,Experimental,18525,17756,13456,20475,19472,14774,[1235],[1235],"[224, 1, 38]"
93920,112976,84417,Instrumental,Instrumental,Experimental,15433,17414,14260,13262,6074,10567,"[107, 1235]",[1235],"[1, 186, 38]"
81457,116177,64995,Instrumental,Instrumental,Hip-Hop,13911,17885,11726,7168,19472,13533,"[18, 1235]",[1235],"[811, 21]"
116869,111222,86679,Instrumental,Instrumental,Hip-Hop,17974,17195,14597,19461,15547,8665,"[18, 1235]","[107, 18, 1235]",[21]
103523,30196,75908,Instrumental,Instrumental,Rock,16291,6145,13301,18286,2008,15289,"[18, 1235]","[107, 1235]","[25, 12, 111]"
131323,63287,68898,Instrumental,Instrumental,Electronic,19779,11468,12294,19461,13346,9067,"[18, 1235]","[18, 1235]","[400, 182, 15]"
114212,141292,145755,Instrumental,Instrumental,Electronic,17601,21242,21777,19472,22551,20146,"[18, 1235]","[107, 18, 1235]","[42, 468, 15]"
75442,141296,129268,Instrumental,Instrumental,Rock,13251,21242,19494,3951,22551,21287,"[107, 18, 1235]","[107, 18, 1235]","[66, 12]"
132567,86038,48492,Instrumental,Instrumental,International,19963,14503,9291,13228,16532,11103,"[18, 1235]","[18, 1235]","[2, 118]"
93915,110648,112316,Instrumental,Instrumental,Rock,15433,17131,17338,13262,19096,11018,"[107, 1235]",[1235],"[98, 12, 31]"
